"[187, 1529, 1158, 897, 2245, 1786, 792, 1718, 1351, 1909, 100, 1757, 1723, 105, 1347, 1748, 134, 1957, 2252, 1080, 1445, 2097, 673, 1424, 1292, 2252, 787, 134, 365, 1723, 1957, 2110, 67, 1295, 440, 2210, 1445, 134, 1957, 187, 407, 1723, 2102, 792, 520, 134, 323, 897, 895, 265, 1723, 576, 873, 1681, 1952, 951, 214, 2272, 134, 1751, 814, 2097, 963, 454, 1681, 67, 134, 2344]","[1718, 1351, 1757, 407, 1909, 105, 1938, 584, 389, 2173, 1954]"
"[140, 2188, 257, 951, 890, 922, 845, 137, 134, 140, 1029, 951, 787, 922, 257, 134, 792, 693, 1723, 1742, 1752, 1131, 2252, 1029, 36, 655, 1767, 747, 244, 1338, 38, 134, 2344]","[257, 1029, 1762, 1742, 922, 1787, 693, 1325, 1742]"
"[187, 1529, 1590, 2273, 1403, 1292, 2364, 1167, 1723, 204, 951, 259, 244, 1513, 38, 1347, 2097, 545, 2119, 1723, 728, 1782, 607, 1957, 520, 1664, 202, 1695, 1349, 434, 134, 2344]","[2310, 1454, 1742, 728, 105, 656, 1390, 739, 441]"
"[365, 1723, 252, 1029, 134, 1228, 1938, 584, 1934, 187, 497, 584, 1532, 736, 137, 134, 1131, 1159, 1723, 1742, 922, 1787, 693, 2252, 1029, 486, 134, 1688, 595, 395, 135, 872, 951, 2374, 1795, 1383, 1688, 2039, 674, 134, 1228, 595, 951, 787, 922, 1029, 1723, 1159, 486, 134, 1440, 389, 728, 951, 787, 1723, 36, 1767, 1661, 244, 2382, 1570, 67, 1347, 2097, 1860, 1723, 1738, 134, 2344]","[1029, 1029, 1159, 1742, 922, 1787, 693, 389, 728]"
"[1403, 461, 2314, 2364, 1723, 2286, 187, 510, 1907, 903, 1249, 1010, 1665, 134, 2336, 299, 936, 1723, 854, 2252, 673, 488, 244, 454, 1570, 67, 1723, 2282, 873, 1934, 1664, 299, 35, 99, 134, 1917, 187, 743, 134, 2344]","[1225, 105, 1120, 1457, 2098, 105, 114, 1351, 299, 936]"
"[918, 2038, 1770, 733, 249, 565, 1529, 1178, 134, 190, 529, 565, 1529, 2099, 2272, 766, 838, 1456, 2038, 951, 2240, 244, 1349, 935, 67, 134, 1456, 2038, 1166, 1851, 1099, 1689, 135, 1686, 134, 1751, 529, 170, 164, 135, 1326, 134, 2282, 187, 88, 1620, 2300, 623, 790, 1723, 116, 134, 1592, 884, 134, 1718, 923, 257, 2097, 516, 134, 1559, 806, 962, 350, 1456, 731, 134, 210, 970, 2072, 516, 134, 731, 2136, 1851, 777, 2331, 134, 2336, 105, 187, 1529, 2153, 1189, 2252, 259, 1445, 2274, 302, 2295, 2097, 151, 134, 204, 459, 196, 2295, 146, 2203, 2274, 1757, 204, 2252, 1080, 1445, 2295, 146, 2097, 646, 1723, 1738, 134, 1957, 187, 2266, 923, 257, 739, 441, 459, 1117, 922, 728, 897, 2030, 922, 905, 1250, 1723, 459, 897, 1117, 922, 1175, 134, 204, 2097, 545, 1795, 1383, 365, 134, 1957, 187, 1325, 1742, 2061, 866, 204, 2097, 545, 1795, 1383, 365, 134, 1440, 565, 1020, 728, 1175, 1723, 905, 1177, 134, 2344]","[845, 2038, 303, 1525, 923, 257, 105, 1757, 739, 441, 745, 728, 1175, 905, 1250, 1325, 1742]"
"[1742, 1351, 1723, 105, 134, 2274, 421, 1723, 125, 520, 134, 135, 629, 105, 1351, 1723, 421, 2274, 1758, 1373, 565, 673, 922, 302, 739, 1723, 1027, 134, 792, 520, 134, 2274, 2059, 1723, 407, 134, 1131, 873, 1830, 903, 1907, 510, 1249, 1665, 1723, 2274, 1995, 134, 2344]","[1351, 105, 421, 1373, 302, 739, 1027, 1373, 2059, 407]"
"[792, 1752, 1205, 1783, 922, 1454, 82, 421, 897, 895, 922, 607, 105, 1723, 441, 1723, 140, 187, 1529, 320, 845, 137, 134, 11, 565, 1020, 1513, 895, 922, 105, 134, 36, 1767, 1661, 244, 459, 2033, 134, 2344]","[1454, 2029, 1454, 82, 421, 105, 441]"
"[311, 984, 1135, 187, 302, 134, 1718, 187, 887, 134, 739, 1723, 441, 134, 1403, 764, 1357, 37, 1177, 1723, 1287, 984, 1167, 1723, 1413, 244, 1388, 1723, 1529, 1328, 38, 134, 2122, 1723, 1957, 187, 1557, 1256, 134, 2274, 1562, 905, 589, 1723, 1413, 244, 2110, 67, 134, 940, 2252, 1021, 2008, 2173, 134, 2344]","[1562, 37, 1177, 1557, 1256, 905, 589, 2100]"
"[1644, 170, 2215, 873, 1529, 2221, 134, 1559, 489, 350, 760, 134, 792, 170, 2215, 1723, 760, 134, 2274, 1283, 1757, 134, 364, 2089, 183, 411, 1723, 2274, 135, 170, 2215, 1723, 760, 134, 1441, 1909, 873, 501, 1934, 1723, 2274, 135, 673, 134, 1957, 1292, 2364, 1752, 1723, 792, 520, 134, 1131, 873, 1529, 1120, 1457, 532, 134, 828, 787, 350, 532, 135, 1167, 787, 922, 2216, 134, 13, 20, 134, 1804, 897, 1191, 134, 2344]","[760, 1283, 1757, 2089, 2312, 1120, 1457, 539]"
