abalone,0.00023408239940181375
absinthe,0.0
acai,0.0
acorn,0.00023408239940181375
adobo,0.0
agar,0.0
aioli,0.0011704119388014078
albacore,0.0
alcohol,0.0004681647988036275
ale,0.007958801463246346
alfalfa,0.00023408239940181375
almond,0.012406366877257824
aloe,0.0
amaranth,0.00023408239940181375
ancho,0.0
anchovy,0.0007022471982054412
anise,0.002106741536408663
apple,0.007022472098469734
applesauce,0.012640449218451977
apricot,0.0032771534752100706
arrowroot,0.0
artichoke,0.0016385767376050353
arugula,0.006788389291614294
asafoetida,0.0016385767376050353
asparagus,0.006554306950420141
aspic,0.0
atta,0.0004681647988036275
avocado,0.03909176215529442
bacon,0.055477529764175415
bagel,0.0007022471982054412
baguette,0.006788389291614294
baking mix,0.028558053076267242
baking soda,0.18609550595283508
balm leaf,0.000936329597607255
bamboo,0.0004681647988036275
banana,0.0292603000998497
banana blossom,0.0016385767376050353
banana leaf,0.020599251613020897
barbecue,0.0004681647988036275
barley,0.0007022471982054412
basil,0.0250468160957098
bass,0.00023408239940181375
batter,0.0
bay leaf,0.0376872643828392
bean,0.006320224609225988
bean curd,0.012406366877257824
bean sprout,0.022003745660185814
bear,0.0
bechamel,0.0
beef,0.08544007688760757
beer,0.009363295510411263
beet,0.0016385767376050353
berry,0.002106741536408663
bhaji,0.0
biga,0.0
bird,0.000936329597607255
biscotti,0.000936329597607255
biscuit,0.006320224609225988
bison,0.0
bitter melon,0.004213483072817326
bitters,0.000936329597607255
black pepper,0.14466291666030884
blackberries,0.0032771534752100706
blood,0.0007022471982054412
blueberries,0.01661984995007515
boar,0.0004681647988036275
bok choy,0.004681647755205631
bologna,0.0016385767376050353
bone,0.0014044943964108825
bonito,0.0004681647988036275
borage,0.0
boudin,0.0
bouillon,0.00187265919521451
boy choy,0.0007022471982054412
bran,0.0007022471982054412
brandy,0.005149812903255224
bread,0.051264043897390366
breadcrumb,0.0
breadfruit,0.0
breadstick,0.0004681647988036275
breast,0.0016385767376050353
bresaola,0.00023408239940181375
brill,0.0
brine,0.00023408239940181375
brioche,0.0
brisket,0.0007022471982054412
broccoli,0.03394194692373276
broth,0.026451310142874718
brown sugar,0.20224718749523163
brownie,0.0014044943964108825
brussels sprout,0.00023408239940181375
buckwheat,0.0
bulb,0.0
bun,0.0
burdock,0.00023408239940181375
burger,0.0030430711340159178
burrata,0.00023408239940181375
butt,0.0
butter,0.4152621626853943
buttermilk,0.0625
butternut,0.0004681647988036275
butterscotch,0.005149812903255224
cabbage,0.02738764137029648
cabrales,0.0
cacao,0.0
caciocavallo,0.00023408239940181375
cactus,0.0
cajeta,0.0
cajun,0.0004681647988036275
cake,0.022003745660185814
calabash,0.0014044943964108825
calamari,0.0
camembert,0.0
candy,0.002808988792821765
cane sugar,0.0014044943964108825
canola,0.0023408238776028156
cantal,0.0004681647988036275
cantaloupe,0.0011704119388014078
capellini,0.0004681647988036275
caper,0.0
capon,0.0
caponata,0.00023408239940181375
cappuccino,0.0
capsicum,0.00187265919521451
carambola,0.0
caramel,0.002574906451627612
carbonated water,0.002106741536408663
cardamom,0.0030430711340159178
cardoon,0.002574906451627612
carp,0.0
carpaccio,0.0
carrot,0.009597377851605415
cashew,0.0
cassava,0.0
castellane,0.0004681647988036275
caster sugar,0.004447565414011478
cauliflower,0.016853932291269302
cavatelli,0.0
caviar,0.00023408239940181375
cayenne,0.016385767608880997
celery,0.11282771825790405
cereal,0.006554306950420141
challa,0.00023408239940181375
champagne,0.002574906451627612
char siu,0.00023408239940181375
chard,0.00023408239940181375
chayote,0.0016385767376050353
cheddar,0.0669475644826889
cheese,0.20646066963672638
cherries,0.08918539434671402
chervil,0.00023408239940181375
chestnut,0.0
chia seed,0.0
chicken,0.12125468254089355
chickpea,0.0
chicory,0.0
chile,0.0
chili,0.01825842633843422
chimichurri,0.00023408239940181375
chip,0.0004681647988036275
chive,0.0
chocolate,0.06226591765880585
chop,0.00023408239940181375
chorizo,0.00374531839042902
choy sum,0.0014044943964108825
chrysanthemum,0.0
chutney,0.0014044943964108825
ciabatta,0.000936329597607255
cider,0.011938202194869518
cilantro,0.035346440970897675
cinnamon,0.2212078720331192
citric acid,0.0
citrus,0.0
clam,0.0032771534752100706
clementine,0.0
clove,0.035346440970897675
coal,0.00023408239940181375
cocktail,0.0004681647988036275
cocoa,0.03675093501806259
coconut,0.04260299727320671
